,Latent_Dim47,category,description
"('ksads_14_422_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('ksads_14_422_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('ksads_14_422_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('ksads_14_422_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Past
"('ksads_14_406_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Present
"('ksads_14_406_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Present
"('ksads_14_406_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Present
"('ksads_14_406_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty waiting turn Present
"('ksads_14_421_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Past
"('ksads_14_421_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Past
"('ksads_14_421_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Past
"('ksads_14_421_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Past
"('ksads_14_405_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Present
"('ksads_14_405_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Present
"('ksads_14_405_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Present
"('ksads_14_420_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty playing quietly Past
"('ksads_14_397_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty organizing tasks Present
"('ksads_14_419_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('ksads_14_397_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty organizing tasks Present
"('ksads_14_79_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention for more than one school year Past
"('ksads_14_79_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention for more than one school year Past
"('ksads_14_79_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention for more than one school year Past
"('ksads_14_77_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention since elementary school Present
"('ksads_14_77_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention since elementary school Present
"('ksads_14_77_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention since elementary school Present
"('ksads_14_77_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention since elementary school Present
"('ksads_14_78_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention Past
"('ksads_14_78_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention Past
"('ksads_14_78_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention Past
"('ksads_14_78_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention Past
"('ksads_14_85_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated since elementary school ξPresent ξ
"('ksads_14_85_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated since elementary school ξPresent ξ
"('ksads_14_85_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated since elementary school ξPresent ξ
"('ksads_14_85_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated since elementary school ξPresent ξ
"('ksads_14_86_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Past
"('ksads_14_86_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Past
"('ksads_14_86_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Past
"('ksads_14_86_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Past
"('ksads_14_404_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty playing quietly Present
"('ksads_14_404_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty playing quietly Present
"('ksads_14_404_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty playing quietly Present
"('ksads_14_404_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty playing quietly Present
"('ksads_14_87_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('ksads_14_87_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('ksads_14_87_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('ksads_14_87_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated for more than one school year Past
"('ksads_14_397_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty organizing tasks Present
"('ksads_14_397_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty organizing tasks Present
"('ksads_14_405_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Blurts out answers Present
"('ksads_14_419_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('ksads_14_84_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Present
"('ksads_13_475_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Distress associated with binge eating Present
"('ksads_13_479_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Past
"('ksads_13_479_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Past
"('ksads_13_479_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Past
"('ksads_13_479_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Past
"('ksads_13_472_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Present
"('ksads_13_472_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Present
"('ksads_13_472_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Present
"('ksads_13_472_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge eating occur at least 1x/week for 3 months Present
"('ksads_13_75_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Past
"('ksads_13_75_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Past
"('ksads_13_75_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Past
"('ksads_13_75_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Past
"('ksads_13_74_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Present
"('ksads_13_74_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge Eating Present
"('ksads_13_474_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Binge-eating associated with 3 or more associated symptoms Past
"('ksads_13_474_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Binge-eating associated with 3 or more associated symptoms Past
"('ksads_13_471_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occur at least 1x/week for 3 months Present
"('ksads_13_471_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occur at least 1x/week for 3 months Present
"('ksads_13_471_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occur at least 1x/week for 3 months Present
"('ksads_13_471_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occur at least 1x/week for 3 months Present
"('ksads_13_478_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occurred at least 1x/week for 3 months Past
"('ksads_13_478_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Compensatory behaviors occurred at least 1x/week for 3 months Past
"('ksads_13_473_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - CharacteristicsofBinge Eating Present
"('ksads_13_473_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - CharacteristicsofBinge Eating Present
"('ksads_13_477_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Inappropriate compensatory behaviors to prevent weight gain Past
"('ksads_13_477_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Inappropriate compensatory behaviors to prevent weight gain Past
"('ksads_13_470_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Inappropriate compensatory behaviors to prevent weight gain Present
"('ksads_13_470_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Inappropriate compensatory behaviors to prevent weight gain Present
"('ksads_13_470_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Inappropriate compensatory behaviors to prevent weight gain Present
"('ksads_13_475_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Distress associated with binge eating Present
"('ksads_13_480_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Distress associated with binge eating Past
"('ksads_14_419_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('ksads_13_480_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Distress associated with binge eating Past
"('ksads_14_419_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Past
"('ksads_14_403_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Present
"('ksads_14_403_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Present
"('ksads_14_403_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Present
"('ksads_14_403_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Acts like driven by a motor Present
"('ksads_14_414_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Past
"('ksads_14_414_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Past
"('ksads_14_414_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Past
"('ksads_14_414_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Past
"('ksads_14_398_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Present
"('ksads_14_398_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Present
"('ksads_14_398_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Present
"('ksads_14_398_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Avoids tasks requiring attention Present
"('ksads_13_73_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Pastξ
"('ksads_13_73_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Pastξ
"('ksads_13_73_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Pastξ
"('ksads_13_73_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Pastξ
"('ksads_13_72_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Present ξ
"('ksads_13_72_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Present ξ
"('ksads_13_72_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Present ξ
"('ksads_13_72_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Weight control other (laxatives exercise dieting pills) Present ξ
"('ksads_13_67_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Fear of becoming obese Past
"('ksads_13_67_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Fear of becoming obese Past
"('ksads_13_67_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Fear of becoming obese Past
"('ksads_13_67_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Fear of becoming obese Past
"('ksads_13_68_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Emaciation Present
"('ksads_13_68_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Emaciation Present
"('ksads_13_68_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Emaciation Present
"('ksads_13_68_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Emaciation Present
"('ksads_14_79_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty sustaining attention for more than one school year Past
"('ksads_14_84_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Present
"('ksads_15_436_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often blames others for own mistakes Present
"('ksads_14_418_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Past
"('ksads_14_418_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Past
"('ksads_14_418_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Past
"('ksads_14_402_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Present
"('ksads_14_402_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Present
"('ksads_14_402_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Present
"('ksads_14_402_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Present
"('ksads_14_423_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Past
"('ksads_14_423_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Past
"('ksads_14_423_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Past
"('ksads_14_423_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Past
"('ksads_14_407_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Present
"('ksads_14_407_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Present
"('ksads_14_407_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Present
"('ksads_14_407_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often Interrupts or intrudes on others Present
"('ksads_14_411_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Past
"('ksads_14_411_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Past
"('ksads_14_411_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Past
"('ksads_14_411_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Past
"('ksads_14_395_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Present
"('ksads_14_395_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Present
"('ksads_14_395_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Present
"('ksads_14_395_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often doesnÈt seem to listen when spoken to Present
"('ksads_14_410_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Past
"('ksads_14_410_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Past
"('ksads_14_410_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Past
"('ksads_14_410_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Past
"('ksads_14_394_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Present
"('ksads_14_394_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Present
"('ksads_14_394_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Present
"('ksads_14_418_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Runs or climbs excessively Past
"('ksads_14_409_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Present
"('ksads_14_424_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often talks excessively Past
"('ksads_14_409_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Present
"('ksads_15_436_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often blames others for own mistakes Present
"('ksads_15_436_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often blames others for own mistakes Present
"('ksads_15_436_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often blames others for own mistakes Present
"('ksads_15_95_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often disobeys rules/requests Present
"('ksads_15_95_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often disobeys rules/requests Present
"('ksads_15_95_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Often disobeys rules/requests Present
"('ksads_15_95_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often disobeys rules/requests Present
"('ksads_15_902_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Past F91.3
"('ksads_15_902_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Past F91.3
"('ksads_15_902_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Past F91.3
"('ksads_15_902_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Past F91.3
"('ksads_15_901_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Present F91.3
"('ksads_15_901_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Present F91.3
"('ksads_15_901_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Present F91.3
"('ksads_15_901_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Diagnosis - Oppositional Defiant Disorder Present F91.3
"('ksads_14_430_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Past
"('ksads_14_430_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Past
"('ksads_14_430_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Past
"('ksads_14_430_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Past
"('ksads_14_429_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Present
"('ksads_14_429_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Present
"('ksads_14_429_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Present
"('ksads_14_429_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Several symptoms present prior to age 12 years Present
"('ksads_14_425_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Past
"('ksads_14_425_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Past
"('ksads_14_425_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Past
"('ksads_14_425_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Past
"('ksads_14_409_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Present
"('ksads_14_409_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Symptoms interfere with social academic or occupational functioning Present
"('ksads_14_394_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often makes careless mistakes Present
"('ksads_14_424_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Often talks excessively Past
"('ksads_14_84_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Difficulty remaining seated Present
"('ksads_14_400_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Forgetful in daily activities Present
"('ksads_14_83_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted for more than one school year Past
"('ksads_14_83_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted for more than one school year Past
"('ksads_14_83_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted for more than one school year Past
"('ksads_14_83_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted for more than one school year Past
"('ksads_14_81_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted since elementary school Present
"('ksads_14_81_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted since elementary school Present
"('ksads_14_81_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted since elementary school Present
"('ksads_14_81_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted since elementary school Present
"('ksads_14_82_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Past
"('ksads_14_82_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Past
"('ksads_14_82_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Past
"('ksads_14_82_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Past
"('ksads_14_80_p', 'baseline_year_1_arm_1')_1.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Present
"('ksads_14_80_p', 'baseline_year_1_arm_1')_0.0",0.0,Diagnostic (KSADS),Symptom - Easily distracted Present
