,Latent_Dim42,category,description
"('asr_q48_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am not liked by others No le caigo bien a los demás
"('asr_q47_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I lack self-confidence Me falta confianza en mí mismo(a)
"('asr_q47_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I lack self-confidence Me falta confianza en mí mismo(a)
"('asr_q47_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I lack self-confidence Me falta confianza en mí mismo(a)
"('asr_q46_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Parts of my body twitch or make nervous movements Tengo movimientos involuntarios o tics
"('asr_q46_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Parts of my body twitch or make nervous movements Tengo movimientos involuntarios o tics
"('asr_q46_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Parts of my body twitch or make nervous movements Tengo movimientos involuntarios o tics
"('asr_q45_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"I am nervous or tense Soy nervioso(a), o tenso(a)"
"('asr_q45_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"I am nervous or tense Soy nervioso(a), o tenso(a)"
"('asr_q51_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel dizzy or lightheaded Me siento mareado(a)
"('asr_q44_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel overwhelmed by my responsibilities Me siento abrumado(a) con mis responsabilidades
"('asr_q44_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel overwhelmed by my responsibilities Me siento abrumado(a) con mis responsabilidades
"('asr_q44_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel overwhelmed by my responsibilities Me siento abrumado(a) con mis responsabilidades
"('asr_q43_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I lie or cheat Digo mentiras o hago trampa
"('asr_q43_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I lie or cheat Digo mentiras o hago trampa
"('asr_q42_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I would rather be alone than with others Prefiero más estar solo(a) que con otras personas
"('asr_q42_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I would rather be alone than with others Prefiero más estar solo(a) que con otras personas
"('asr_q42_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I would rather be alone than with others Prefiero más estar solo(a) que con otras personas
"('asr_q41_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am impulsive or act without thinking Soy impulsivo(a); actúo sin pensar
"('asr_q41_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am impulsive or act without thinking Soy impulsivo(a); actúo sin pensar
"('asr_q39_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I hang around people who get into trouble Me junto con gente que se mete en problemas
"('asr_q39_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I hang around people who get into trouble Me junto con gente que se mete en problemas
"('asr_q38_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,My relations with neighbors are poor Mi relación con mis vecinos es mala
"('asr_q38_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,My relations with neighbors are poor Mi relación con mis vecinos es mala
"('asr_q51_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel dizzy or lightheaded Me siento mareado(a)
"('asr_q52_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel too guilty Me siento demasiado culpable
"('asr_q56h_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Heart Pounding or racing Palpitaciones aceleradas
"('asr_q56b_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Headaches Dolores de cabeza
"('asr_q56g_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"Vomiting, throwing up Vómito"
"('asr_q56g_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"Vomiting, throwing up Vómito"
"('asr_q56f_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Stomachaches Dolores de estómago/barriga o retortijones
"('asr_q56f_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Stomachaches Dolores de estómago/barriga o retortijones
"('asr_q56f_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Stomachaches Dolores de estómago/barriga o retortijones
"('asr_q56e_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Rashes or other skin problems Me da salpullido o irritación en la piel
"('asr_q56e_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Rashes or other skin problems Me da salpullido o irritación en la piel
"('asr_q56e_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Rashes or other skin problems Me da salpullido o irritación en la piel
"('asr_q56d_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Problems with eyes (not if corrected by glasses) Problemas con los ojos ( no incluya si corregido con lentes/espejuelos)
"('asr_q56d_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Problems with eyes (not if corrected by glasses) Problemas con los ojos ( no incluya si corregido con lentes/espejuelos)
"('asr_q56d_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Problems with eyes (not if corrected by glasses) Problemas con los ojos ( no incluya si corregido con lentes/espejuelos)
"('asr_q56c_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"Nausea, feel sick Náuseas"
"('asr_q56c_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"Nausea, feel sick Náuseas"
"('asr_q56c_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"Nausea, feel sick Náuseas"
"('asr_q56b_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Headaches Dolores de cabeza
"('asr_q52_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel too guilty Me siento demasiado culpable
"('asr_q56b_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Headaches Dolores de cabeza
"('asr_q56a_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,Aches or pains (not stomach or headaches) Dolores o molestias (sin que sean del estómago o dolores de cabeza)
"('asr_q56a_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,Aches or pains (not stomach or headaches) Dolores o molestias (sin que sean del estómago o dolores de cabeza)
"('asr_q56a_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,Aches or pains (not stomach or headaches) Dolores o molestias (sin que sean del estómago o dolores de cabeza)
"('asr_q55_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,My moods swing between elation and depression Mi humor cambia entre euforia y depresión
"('asr_q55_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,My moods swing between elation and depression Mi humor cambia entre euforia y depresión
"('asr_q55_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,My moods swing between elation and depression Mi humor cambia entre euforia y depresión
"('asr_q54_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel tired without good reason Me siento demasiado cansado(a) sin razón para estarlo
"('asr_q54_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel tired without good reason Me siento demasiado cansado(a) sin razón para estarlo
"('asr_q54_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel tired without good reason Me siento demasiado cansado(a) sin razón para estarlo
"('asr_q53_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I have trouble planning for the future Me cuesta trabajo planear mi futuro
"('asr_q53_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I have trouble planning for the future Me cuesta trabajo planear mi futuro
"('asr_q53_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I have trouble planning for the future Me cuesta trabajo planear mi futuro
"('asr_q52_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel too guilty Me siento demasiado culpable
"('asr_q83_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am easily bored Me aburro fácilmente
"('asr_q83_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am easily bored Me aburro fácilmente
"('asr_q83_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am easily bored Me aburro fácilmente
"('asr_q116_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I get upset too easily Me altero fácilmente
"('asr_q122_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I have trouble keeping a job Se me hace difícil mantener un trabajo
"('asr_q122_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I have trouble keeping a job Se me hace difícil mantener un trabajo
"('asr_q120_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I drive too fast Manejo/conduzco muy rápido
"('asr_q120_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I drive too fast Manejo/conduzco muy rápido
"('asr_q120_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I drive too fast Manejo/conduzco muy rápido
"('asr_q119_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am not good at details No soy bueno(a) con los detalles
"('asr_q119_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am not good at details No soy bueno(a) con los detalles
"('asr_q119_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am not good at details No soy bueno(a) con los detalles
"('asr_q118_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am too impatient Soy demasiado(a) impaciente
"('asr_q118_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am too impatient Soy demasiado(a) impaciente
"('asr_q118_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am too impatient Soy demasiado(a) impaciente
"('asr_q117_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I have trouble managing my money or credit card Me cuesta trabajo manejar el dinero o las tarjetas de crédito
"('asr_q117_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I have trouble managing my money or credit card Me cuesta trabajo manejar el dinero o las tarjetas de crédito
"('asr_q117_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I have trouble managing my money or credit card Me cuesta trabajo manejar el dinero o las tarjetas de crédito
"('asr_q116_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I get upset too easily Me altero fácilmente
"('asr_q123_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am a happy person Soy una persona feliz
"('asr_q116_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I get upset too easily Me altero fácilmente
"('asr_q115_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel restless or fidgety Me siento intranquilo(a) o inquieto(a)
"('asr_q115_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel restless or fidgety Me siento intranquilo(a) o inquieto(a)
"('asr_q115_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel restless or fidgety Me siento intranquilo(a) o inquieto(a)
"('asr_q114_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I fail to pay my debts or meet other financial responsibilities No pago mis deudas ni me hago cargo de responsabilidades financieras
"('asr_q114_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I fail to pay my debts or meet other financial responsibilities No pago mis deudas ni me hago cargo de responsabilidades financieras
"('asr_q114_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I fail to pay my debts or meet other financial responsibilities No pago mis deudas ni me hago cargo de responsabilidades financieras
"('asr_q113_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I worry about my relations with the opposite sex Me preocupan mis relaciones con personas del sexo opuesto
"('asr_q113_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I worry about my relations with the opposite sex Me preocupan mis relaciones con personas del sexo opuesto
"('asr_q113_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I worry about my relations with the opposite sex Me preocupan mis relaciones con personas del sexo opuesto
"('asr_q112_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I worry a lot Me preocupo mucho
"('asr_q112_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I worry a lot Me preocupo mucho
"('asr_q112_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I worry a lot Me preocupo mucho
"('asr_q111_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"I keep from getting involved with others Me aíslo, no me relaciono con los demás"
"('asr_q123_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am a happy person Soy una persona feliz
"('asr_q123_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am a happy person Soy una persona feliz
"('asr_q111_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"I keep from getting involved with others Me aíslo, no me relaciono con los demás"
"('kbi_y_drop_in_grades', 'baseline_year_1_arm_1')_0.0",0.0,Social Adjustment,Has there been a drop in your grades in the past year?
"('kbi_y_det_reason___8', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,"For what? Click all that apply: ( 8, Other (fill in blank))"
"('kbi_y_det_reason___2', 'baseline_year_1_arm_1')_1.0",0.0,Social Adjustment,"For what? Click all that apply: ( 2, Talking Back to a Teacher)"
"('kbi_y_det_reason___2', 'baseline_year_1_arm_1')_0.0",0.0,Social Adjustment,"For what? Click all that apply: ( 2, Talking Back to a Teacher)"
"('kbi_y_det_reason___2', '1_year_follow_up_y_arm_1')_1.0",0.0,Social Adjustment,"For what? Click all that apply: ( 2, Talking Back to a Teacher)"
"('kbi_y_det_reason___2', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,"For what? Click all that apply: ( 2, Talking Back to a Teacher)"
"('kbi_y_det_reason___1', 'baseline_year_1_arm_1')_1.0",0.0,Social Adjustment,"For what? Click all that apply: (1, Fighting)"
"('kbi_y_det_reason___1', 'baseline_year_1_arm_1')_0.0",0.0,Social Adjustment,"For what? Click all that apply: (1, Fighting)"
"('kbi_y_det_reason___1', '1_year_follow_up_y_arm_1')_1.0",0.0,Social Adjustment,"For what? Click all that apply: (1, Fighting)"
"('kbi_y_det_reason___1', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,"For what? Click all that apply: (1, Fighting)"
"('kbi_y_det_susp', 'baseline_year_1_arm_1')_1.0",0.0,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_y_det_susp', 'baseline_year_1_arm_1')_0.0",0.0,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_y_det_susp', '1_year_follow_up_y_arm_1')_1.0",0.0,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_y_det_susp', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,"In the past year, have you had any detentions or suspensions?"
"('kbi_y_drop_in_grades', 'baseline_year_1_arm_1')_1.0",0.0,Social Adjustment,Has there been a drop in your grades in the past year?
"('kbi_y_drop_in_grades', '1_year_follow_up_y_arm_1')_1.0",0.0,Social Adjustment,Has there been a drop in your grades in the past year?
"('asr_q125_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('kbi_y_drop_in_grades', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,Has there been a drop in your grades in the past year?
"('kbi_y_grade_repeat', 'baseline_year_1_arm_1')_1.0",0.0,Social Adjustment,Have you ever repeated a grade?
"('kbi_y_grade_repeat', 'baseline_year_1_arm_1')_0.0",0.0,Social Adjustment,Have you ever repeated a grade?
"('kbi_y_grade_repeat', '1_year_follow_up_y_arm_1')_1.0",0.0,Social Adjustment,Have you ever repeated a grade?
"('kbi_y_grade_repeat', '1_year_follow_up_y_arm_1')_0.0",0.0,Social Adjustment,Have you ever repeated a grade?
"('asr_q126_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days did you use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)? En los últimos 6 meses, ¿cuántos días consumió drogas sin razón médica (incluyendo marihuana, cocaína, y otras drogas, sin incluir alcohol o tabaco)?"
"('asr_q126_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days did you use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)? En los últimos 6 meses, ¿cuántos días consumió drogas sin razón médica (incluyendo marihuana, cocaína, y otras drogas, sin incluir alcohol o tabaco)?"
"('asr_q126_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days did you use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)? En los últimos 6 meses, ¿cuántos días consumió drogas sin razón médica (incluyendo marihuana, cocaína, y otras drogas, sin incluir alcohol o tabaco)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_10.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_6.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_4.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q125_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"In the past 6 months, on how many days were you drunk? En los últimos 6 meses, ¿cuántos días estuvo borracho(a)?"
"('asr_q111_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"I keep from getting involved with others Me aíslo, no me relaciono con los demás"
"('asr_q110_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I wish I were of the opposite sex Desearía ser del sexo opuesto
"('asr_q84_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I do things that other people think are strange Hago cosas que otras personas piensan que son extrañas
"('asr_q90_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I drink too much alcohol or get drunk Tomo demasiado alcohol o me emborracho
"('asr_q98_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I like to help others Me gusta ayudar a los demás
"('asr_q96_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I think about sex too much Pienso demasiado en sexo
"('asr_q96_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I think about sex too much Pienso demasiado en sexo
"('asr_q96_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I think about sex too much Pienso demasiado en sexo
"('asr_q95_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I have a hot temper Me dan rabietas o tengo mal genio
"('asr_q95_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I have a hot temper Me dan rabietas o tengo mal genio
"('asr_q94_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I tease others a lot Me burlo/molesto mucho a los demás
"('asr_q94_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I tease others a lot Me burlo/molesto mucho a los demás
"('asr_q93_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I talk too much Hablo demasiado
"('asr_q93_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I talk too much Hablo demasiado
"('asr_q92_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I do things that may cause me trouble with the law Hago cosas que me pueden causar problemas con la ley
"('asr_q92_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I do things that may cause me trouble with the law Hago cosas que me pueden causar problemas con la ley
"('asr_q91_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I think about killing myself Pienso en matarme
"('asr_q91_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I think about killing myself Pienso en matarme
"('asr_q90_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I drink too much alcohol or get drunk Tomo demasiado alcohol o me emborracho
"('asr_q98_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I like to help others Me gusta ayudar a los demás
"('asr_q89_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I rush into things without considering the risks Me meto en situaciones sin pensar en los riesgos
"('asr_q89_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I rush into things without considering the risks Me meto en situaciones sin pensar en los riesgos
"('asr_q88_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I enjoy being with people Disfruto estar con gente
"('asr_q88_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I enjoy being with people Disfruto estar con gente
"('asr_q88_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I enjoy being with people Disfruto estar con gente
"('asr_q87_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,My moods or feeling change suddenly Tengo bruscos cambios de humor o sentimientos
"('asr_q87_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,My moods or feeling change suddenly Tengo bruscos cambios de humor o sentimientos
"('asr_q87_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,My moods or feeling change suddenly Tengo bruscos cambios de humor o sentimientos
"('asr_q86_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,"I am stubborn, sullen, or irritable Soy obstinado(a), malhumorado(a) o irritable"
"('asr_q86_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,"I am stubborn, sullen, or irritable Soy obstinado(a), malhumorado(a) o irritable"
"('asr_q86_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,"I am stubborn, sullen, or irritable Soy obstinado(a), malhumorado(a) o irritable"
"('asr_q85_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I have thoughts that other people would think are strange Tengo ideas que otras personas pensarían que son extrañas
"('asr_q85_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I have thoughts that other people would think are strange Tengo ideas que otras personas pensarían que son extrañas
"('asr_q84_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I do things that other people think are strange Hago cosas que otras personas piensan que son extrañas
"('asr_q98_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I like to help others Me gusta ayudar a los demás
"('asr_q99_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I dislike staying in one place for very long No me gusta estar mucho tiempo en el mismo lugar
"('asr_q110_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I wish I were of the opposite sex Desearía ser del sexo opuesto
"('asr_q104_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am louder than others Soy más ruidoso(a) de lo común
"('asr_q109_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I like to try new things Me gusta intentar cosas nuevas
"('asr_q109_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I like to try new things Me gusta intentar cosas nuevas
"('asr_q109_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I like to try new things Me gusta intentar cosas nuevas
"('asr_q108_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I tend to lose things Pierdo las cosas fácilmente
"('asr_q108_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I tend to lose things Pierdo las cosas fácilmente
"('asr_q108_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I tend to lose things Pierdo las cosas fácilmente
"('asr_q107_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel that I can't succeed Siento que no puedo alcanzar el éxito
"('asr_q107_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel that I can't succeed Siento que no puedo alcanzar el éxito
"('asr_q106_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I try to be fair to others Trato de ser justo(a) con los demás
"('asr_q106_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I try to be fair to others Trato de ser justo(a) con los demás
"('asr_q106_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I try to be fair to others Trato de ser justo(a) con los demás
"('asr_q105_p', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,People think I am disorganized La gente piensa que soy desorganizado(a)
"('asr_q105_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,People think I am disorganized La gente piensa que soy desorganizado(a)
"('asr_q105_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,People think I am disorganized La gente piensa que soy desorganizado(a)
"('asr_q104_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am louder than others Soy más ruidoso(a) de lo común
"('asr_q99_p', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I dislike staying in one place for very long No me gusta estar mucho tiempo en el mismo lugar
"('asr_q104_p', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am louder than others Soy más ruidoso(a) de lo común
